"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://medimotive.de/assets/fonts/fonts.css","text/css; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/regions-upgrade.css","text/css; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/homepage_img/comPat03.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-shop-floor-assembly-detail.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/bjoern-seiler-travel-context.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/bjoern-seiler-manufacturing-context.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-international-workshop.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/regional-hero-hall.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-international-context.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-medical-device-risk-manager.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-process-validation-medical-devices.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-iso-14971-risk-management.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-chatgpt-in-audits.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-prrc-article-15.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-technical-documentation.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-design-control.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-vda-product-safety-psb.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-tuev-methods-certificate.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-ppc.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-udi.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-ai-tools-in-audits.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-lsi-chinese-level-1.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medical-device-quality-management.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-quality-management-representative.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medidee-mp-advisor.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-management.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-production.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-supplier.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-purchasing.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-engineering.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/our-approach/approach-quality.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/our-approach-upgrade.css","text/css; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/case_studies/case-01-recall-reversal-kitting-station.jpg","text/html; charset=utf-8","404","Not Found","1.1","Non-Indexable","Client Error","","",""
"https://medimotive.de/assets/images/case_studies/case-02-ramp-up-body-panels.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/contact-upgrade.css","text/css; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-regulated-manufacturing.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/about_page_img/about_hero_section_img.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/bjoern-seiler-founder-portrait.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-supplier-customer-bridge.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/work-journey/work-shop-floor-foundation.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/service_page_img/expertise4_early_phase_risk_control.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/service_page_img/ishikawa_brainstorming.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/service_page_img/expertise6_knowledge_gap_security.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/service_page_img/expertise3_ramp-up_process_stability.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/case-production-ramp-up.html","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://medimotive.de/case-production-ramp-up.html","",""
"https://medimotive.de/assets/images/service_page_img/expertise1_rapid_troubleshooting.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/assets/images/service_page_img/expertise5_QMS_audit_RS.png","image/png","200","OK","1.1","Indexable","","","",""
"https://medimotive.de/case-coated-aluminum-parts.html","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://medimotive.de/case-coated-aluminum-parts.html","",""
"https://medimotive.de/assets/images/service_page_img/expertise2_supplier_quality_complaint_management.png","image/png","200","OK","1.1","Indexable","","","",""
