"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://medimotive.de/about.html","text/html; charset=utf-8","200","OK","Indexable","","About MediMotive | Björn Seiler — Manufacturing Quality Consultant","66","605","Founder background and philosophy: 20+ years in manufacturing quality, supplier escalation, QMS, and regulatory work. Delmenhorst-based, serving Germany.","153","982","","0","Manufacturing Quality Consulting Anchored in Real Production","60","Built for practical quality work, not paper consulting.","55","What MediMotive stands for","26","","","","https://medimotive.de/about.html","","","","","","23724","6711","6711","2,571","","792","119","6,655","43,484","Hard","27,739","1","0","","102","19","0","95,000","47","18","0","2","2","0","","","","","d32b2de33d2e675bec520af77390e270","0,226","Tue, 02 Jun 2026 02:19:41 GMT","","","","en","1.1","","","","","","https://medimotive.de/about.html","2026-06-02 14:26:12"
"https://medimotive.de/privacy.html","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Privacy Policy | MediMotive","27","243","How MediMotive handles personal data on this manufacturing-quality evidence hub website. Draft — GDPR review required before publication.","137","876","","0","Privacy Policy","14","1. Data protection at a glance","30","2. Hosting","10","noindex, follow","","","https://medimotive.de/privacy.html","","","","","","24110","7731","7731","2,962","","2223","326","6,819","71,396","Fairly Easy","58,172","1","0","","21","19","0","95,000","43","18","0","4","4","0","","","","","1cbdf6b84d85e4ea6ef078ec7b665be3","0,214","Tue, 02 Jun 2026 07:36:01 GMT","","","","en","1.1","","","","","","https://medimotive.de/privacy.html","2026-06-02 14:26:12"
"https://medimotive.de/case-studies.html","text/html; charset=utf-8","200","OK","Indexable","","MediMotive Case Studies | Verified Production Quality Outcomes","62","578","Two verified production outcomes — $1M field exposure reversed through process redesign, and ramp-up from 100 units per year to 1,500 per month in 12 months.","157","1004","","0","Two production crises. Measurable reversal.","43","Two cases · full process logic and outcomes","43","Dealing with a comparable situation?","36","","","","https://medimotive.de/case-studies.html","","","","","","17838","4851","4851","1,858","","246","43","5,721","58,309","Fairly Hard","15,366","1","0","","87","19","0","95,000","48","20","0","2","2","0","","","","","b052dddf8e08118f740738864b765d14","0,211","Tue, 02 Jun 2026 02:31:09 GMT","","","","en","1.1","","","","","","https://medimotive.de/case-studies.html","2026-06-02 14:26:12"
"https://medimotive.de/assets/images/certificates/audit/bjoern-seiler-eoq-quality-auditor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","220794","220794","220794","84,582","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,060","Tue, 02 Jun 2026 02:22:52 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/audit/bjoern-seiler-eoq-quality-auditor.jpg","2026-06-02 14:26:12"
"https://medimotive.de/assets/images/homepage_img/Failure_search.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","267629","267629","267629","102,524","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,662","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/Failure_search.jpg","2026-06-02 14:26:12"
"https://medimotive.de/early-phase-risk-design-for-quality.html","text/html; charset=utf-8","200","OK","Indexable","","Early-Phase Risk Control & Design-for-Quality | MediMotive Expertise","68","607","Prevent defects before production. MediMotive reviews manufacturability, tolerances, and unspoken customer expectations before the first chip is cut.","149","927","","0","Early-Phase Risk Control & Design-for-Quality","45","What Early-Phase Risk Control & Design-for-Quality Covers","57","The cheapest defect is the one that never enters production","59","","","","https://medimotive.de/early-phase-risk-design-for-quality.html","","","","","","24005","6151","6151","2,356","","744","99","7,515","53,318","Fairly Hard","25,471","1","0","","66","19","0","95,000","57","19","0","2","2","0","","","","","7220c384eff8f6e7f620c248f60fedde","0,059","Tue, 02 Jun 2026 02:27:55 GMT","","","","en","1.1","","","","","","https://medimotive.de/early-phase-risk-design-for-quality.html","2026-06-02 14:26:12"
"https://medimotive.de/our-approach.html","text/html; charset=utf-8","200","OK","Indexable","","Our Approach | MediMotive Manufacturing Quality Method","54","517","How MediMotive traces manufacturing failures across suppliers, specification gaps, and production so corrective action is clear.","128","789","","0","Manufacturing Quality Problems Build at Interfaces — That Is Where We Work","74","One failure path, six decision points","37","What this looks like in real cases","34","","","","https://medimotive.de/our-approach.html","","","","","","33223","8013","8013","3,070","","874","144","6,069","59,836","Fairly Hard","20,149","1","0","","25","19","0","95,000","48","20","0","2","2","0","","","","","c209d408bf65691795189b50fab00ba8","0,074","Tue, 02 Jun 2026 02:18:37 GMT","","","","en","1.1","","","","","","https://medimotive.de/our-approach.html","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/certificates/audit/bjoern-seiler-vda-6-3-process-auditor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","151824","151824","151824","58,161","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,219","Tue, 02 Jun 2026 02:22:52 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/audit/bjoern-seiler-vda-6-3-process-auditor.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/homepage_img/project-zone-classification-workshop.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","191356","191356","191356","73,305","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,293","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/project-zone-classification-workshop.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/homepage_img/comPat04.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","96438","96438","96438","36,944","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,519","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/comPat04.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/footer-founder-portrait.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","204891","204891","204891","78,490","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,561","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/footer-founder-portrait.png","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/project-experience/hero-production-ramp-up.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","184988","184988","184988","70,865","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,496","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/project-experience/hero-production-ramp-up.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/homepage_img/comPat01.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","84868","84868","84868","32,511","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,391","Tue, 02 Jun 2026 12:26:13 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/comPat01.jpg","2026-06-02 14:26:13"
"https://medimotive.de/knowledge-gap-transition-security.html","text/html; charset=utf-8","200","OK","Indexable","","Knowledge Gap & Transition Security | MediMotive Expertise","58","537","One person's critical knowledge is company risk. MediMotive identifies gaps, builds transferable materials, and verifies team independence.","139","853","","0","Knowledge Gap & Transition Security","35","What Knowledge Gap & Transition Security Work Covers","52","Knowledge concentration is a company risk, not just an operational inconvenience","80","","","","https://medimotive.de/knowledge-gap-transition-security.html","","","","","","23108","5978","5978","2,290","","723","95","7,611","44,420","Hard","26,537","1","0","","65","19","0","95,000","55","18","0","2","2","0","","","","","3e69ae88770173f18230450d99cbb89b","0,180","Tue, 02 Jun 2026 12:22:45 GMT","","","","en","1.1","","","","","","https://medimotive.de/knowledge-gap-transition-security.html","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/homepage_img/project-cmm-contura-measurement.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","240676","240676","240676","92,198","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,485","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/project-cmm-contura-measurement.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/images/homepage_img/caliper.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","151352","151352","151352","57,980","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,464","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/caliper.jpg","2026-06-02 14:26:13"
"https://medimotive.de/de/","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","MediMotive | Vorübergehend nicht erreichbar","43","402","Die Website ist derzeit nicht verfügbar. Bitte versuchen Sie es in Kürze erneut. Die englische Version ist weiterhin zugänglich.","128","759","","0","Diese Seite ist vorübergehend nicht erreichbar.","47","","0","","0","noindex, nofollow","","","https://medimotive.de/de/","","","","","","1889","755","755","0,289","","32","6","5,333","71,878","Fairly Easy","12,028","1","1","","20","20","0","100,000","2","2","0","0","0","0","","","","","74c9733c402cdc061359c966c7e65712","0,062","Tue, 02 Jun 2026 02:28:50 GMT","","","","de","1.1","","","","","","https://medimotive.de/de/","2026-06-02 14:26:13"
"https://medimotive.de/assets/fonts/fonts.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,101","Tue, 02 Jun 2026 02:12:42 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/fonts/fonts.css","2026-06-02 14:26:14"
"https://medimotive.de/certificates.html","text/html; charset=utf-8","200","OK","Indexable","","Certificates & Professional Qualifications | MediMotive","55","486","20+ qualifications for MediMotive manufacturing quality: VDA 6.3, ISO 13485, EU-MDR, ISO 9001, post-market surveillance, and applied AI in audits.","146","907","","0","Certificates & Professional Qualifications","42","Documented qualifications","25","","0","","","","https://medimotive.de/certificates.html","","","","","","40808","6053","6053","2,319","","429","72","5,958","18,178","Very Hard","10,619","1","0","","32","19","0","95,000","50","18","0","2","2","0","","","","","6e70556cfb9ce3f0836cfb942a2ba835","0,210","Tue, 02 Jun 2026 12:22:50 GMT","","","","en","1.1","","","","","","https://medimotive.de/certificates.html","2026-06-02 14:26:14"
"https://medimotive.de/regions.html","text/html; charset=utf-8","200","OK","Indexable","","Regional Context | MediMotive","29","272","Regional context for MediMotive's manufacturing-quality evidence hub — Northern Germany, automotive and medical-device manufacturing, and supplier work in Taiwan and the Philippines.","182","1165","","0","Regional & industry context","27","Northern Germany: Delmenhorst and the Bremen–Oldenburg corridor","63","Hamburg, Hannover and the wider corridor","40","","","","https://medimotive.de/regions.html","","","","","","24257","6701","6701","2,567","","857","131","6,542","25,960","Very Hard","31,057","1","0","","27","19","0","95,000","60","18","0","2","2","0","","","","","9b960ccb372c13fccfe418fdf6607112","0,221","Tue, 02 Jun 2026 12:22:54 GMT","","","","en","1.1","","","","","","https://medimotive.de/regions.html","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/homepage_img/comPat02.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","205708","205708","205708","78,803","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,464","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/comPat02.jpg","2026-06-02 14:26:13"
"https://medimotive.de/assets/app.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,070","Tue, 02 Jun 2026 02:12:42 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/app.js","2026-06-02 14:26:14"
"https://medimotive.de/imprint.html","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Imprint | MediMotive","20","184","Legal identity and contact information for MediMotive — Björn Seiler, Delmenhorst. Troubleshooting, audit, and manufacturing quality consulting.","144","894","","0","Imprint","7","Service provider","16","Contact","7","noindex, follow","","","https://medimotive.de/imprint.html","","","","","","11332","3369","3369","1,291","","108","29","3,724","51,088","Fairly Hard","15,201","1","0","","21","19","0","95,000","43","18","0","2","2","0","","","","","48318ce28d920b6f9700795cb99313b5","0,420","Tue, 02 Jun 2026 12:26:14 GMT","","","","en","1.1","","","","","","https://medimotive.de/imprint.html","2026-06-02 14:26:13"
"https://medimotive.de/work-journey.html","text/html; charset=utf-8","200","OK","Indexable","","Work Journey | MediMotive Shop-Floor & Manufacturing Contexts","61","580","Shop-floor and supplier work photos from MediMotive: regulated manufacturing and international quality contexts, anonymised where needed.","137","880","","0","MediMotive Work Contexts — Manufacturing, Supplier, and Regulated Environments","78","Evidence dossier","16","Proof and next steps","20","","","","https://medimotive.de/work-journey.html","","","","","","27042","5958","5958","2,282","","392","75","5,227","32,114","Hard","15,064","1","0","","29","19","0","95,000","68","18","0","2","2","0","","","","","7a37f5af459c13b3ec3629cc348e018a","0,229","Tue, 02 Jun 2026 12:22:53 GMT","","","","en","1.1","","","","","","https://medimotive.de/work-journey.html","2026-06-02 14:26:14"
"https://medimotive.de/assets/regions-upgrade.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Tue, 02 Jun 2026 12:22:54 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/regions-upgrade.css","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/homepage_img/comPat03.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","325199","325199","325199","124,578","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,431","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/homepage_img/comPat03.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/regional-hero-hall.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","135547","135547","135547","51,925","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,422","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/regional-hero-hall.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/work-international-context.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1817592","1817592","1817592","696,285","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,600","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-international-context.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/bjoern-seiler-travel-context.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","384407","384407","384407","147,259","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,463","Tue, 02 Jun 2026 12:26:14 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/bjoern-seiler-travel-context.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/work-shop-floor-assembly-detail.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2524065","2524065","2524065","966,921","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,705","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-shop-floor-assembly-detail.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/bjoern-seiler-manufacturing-context.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","441264","441264","441264","169,040","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,512","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/bjoern-seiler-manufacturing-context.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/work-journey/work-international-workshop.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2729525","2729525","2729525","1045,629","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,590","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-international-workshop.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-medical-device-risk-manager.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","186049","186049","186049","71,272","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,534","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-medical-device-risk-manager.jpg","2026-06-02 14:26:14"
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-iso-14971-risk-management.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","181805","181805","181805","69,646","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,448","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-iso-14971-risk-management.jpg","2026-06-02 14:26:15"
